480228	1223413
147231	1223413
372930	1223413
115025	1072367
1051447	17950
5377	2483586
480228	2483586
480228	2483586
349361	2483586
1199844	60143
1085013	34537
60143	303046
60143	303046
60143	1089329
60143	1089347
60143	1089486
60143	1089486
1199844	1089486
772446	1089525
2115104	1089525
2115104	1089525
60143	1089534
2115104	1423174
2115104	1423174
60143	1932993
60143	1932993
60143	2115104
60143	2115104
60143	2115104
772446	2115104
60143	2182852
2115104	2182852
2115104	2182852
2115104	2182852
60143	2182870
772446	2182870
2115104	2182870
2115104	2182870
2115104	2182870
2115104	2182870
60143	2407555
2115104	2407555
2115104	2407555
60143	2534590
60143	2534590
60143	2534611
60143	2534611
60143	2686088
1199844	2686088
978154	3249789
978154	3249789
60143	3444025
978154	3618563
978154	3618563
60143	4566353
60143	4566353
484422	24837
484422	24837
480228	11145
349361	11145
14409	1111136
14409	1111408
14409	1111408
3303298	1111408
734408	1111408
1000409	1111408
14409	1259010
827001	1259010
1111583	1259010
14409	1489929
3303298	1489929
1489862	1489929
14409	2356765
62101	2356765
76201	2356765
170109	2356765
1039502	2356765
1039502	2356765
1039502	2356765
1020201	2356765
1132449	2356765
1132449	2356765
1199844	2356765
484422	2356765
1000409	2356765
1021758	2356765
1033470	2356765
1033872	2356765
1040795	2356765
1048308	2356765
1073551	2356765
1110474	2356765
1112076	2356765
1113514	2356765
1113514	2356765
1248902	2356765
14409	2450122
14409	2450122
3303298	2450122
827001	2450122
14409	2623636
1259010	2623636
14409	2679080
2870467	2679080
2870467	2679080
827001	2679080
14409	2870467
14409	2870467
3303298	2870467
24837	1171596
124111	1171596
1181915	1171596
24837	1181915
124111	1181915
969611	1181915
1171596	1181915
1171596	1181915
1178773	1181915
1182828	1181915
1188156	1181915
1188156	1181915
1188156	1181915
24837	1188156
24837	1188156
124111	1188156
24837	2256481
24837	2324803
24837	2324803
124111	2324803
1116412	2324803
24837	2715063
24837	2715063
2023197	2963499
2023197	2963499
648215	3385968
3386013	3385968
2741679	3486472
680756	3486472
24837	3650022
460855	1076048
541923	1076048
675332	1076048
675332	1076048
2277860	112837
25759	1195006
723354	1195006
25759	347657
451965	347657
723354	347657
25759	1053067
723354	1053067
29971	1023604
451965	1023604
29971	1023967
451965	1023967
29971	1023976
451965	1023976
35459	1103476
480228	1103476
1213683	1103476
35824	2609087
91727	2609087
852320	2609087
1074156	2609087
2221854	2609087
708623	2609087
1141348	302656
1127025	306159
1127025	306159
212465	3374065
212465	3547962
43557	1100569
852218	1100569
43557	1100596
852218	1100596
43557	1100617
852218	1100617
43557	1100671
852218	1100671
43557	1100680
852218	1100680
43557	2213233
3587146	398668
1033470	398668
1020201	413208
476810	1042360
480228	442655
1213683	442655
45122	1074950
47920	1072246
675332	1072246
675332	1072246
47920	1072273
675332	1072273
47920	1072282
675332	1072282
675332	1072282
47920	2613196
675332	2613196
675332	2613196
2185367	1028515
2185367	1028515
1120754	451965
1120754	451965
1120754	451965
1120754	451965
1120754	451965
1120754	451965
1120754	451965
1120754	451965
1120754	451965
1120754	451965
2741679	451965
2741679	451965
2741679	451965
2741679	451965
2741679	451965
2741679	451965
2741679	451965
2741679	451965
2741679	451965
2741679	451965
2741679	451965
2741679	451965
2741679	451965
1024058	451965
1027095	451965
1029932	451965
1030022	451965
1030611	451965
1066982	451965
1121779	451965
1128143	451965
1134993	451965
1199460	451965
1202511	451965
1250512	451965
1837379	451965
1837379	451965
1837379	451965
1831760	451965
2013965	451965
2190567	451965
2369390	451965
2323057	451965
2399164	451965
2890830	451965
2949028	451965
3084953	451965
735405	828512
233031	1844434
1078846	1844434
1078846	1844434
1073757	1844434
1073757	1844434
1074156	1844434
1129533	1844434
2173092	1844434
570231	1844434
1071968	1844434
1072237	1844434
1072291	1844434
1073551	1844434
1074660	1844434
1074790	1844434
1076776	1844434
1078529	1844434
1078604	1844434
1079441	1844434
1079638	1844434
1085424	1844434
1131787	1844434
1131787	1844434
1136157	1844434
2353661	1844434
2757531	1844434
1119794	504713
1119794	504713
3587146	541101
1033470	541101
1073757	480228
2173092	480228
76201	542939
480228	542939
62101	1111006
62101	1111006
1132449	1111006
3303298	1111006
1426849	1111006
62101	1153417
62101	1195163
451965	2333131
476810	2333131
837260	2333131
2602640	2333131
276579	2750103
804963	2750103
1025608	2750103
1073757	2750103
1074156	2750103
2801564	2750103
837260	2750103
1073551	2750103
1131787	2750103
1136157	2750103
2014971	2750103
68569	726373
68569	1030620
451965	1030620
68569	1030648
68569	1195994
699552	3167128
699552	3167128
76201	591900
1113019	591900
1113019	591900
76201	925961
480228	925961
735405	925961
2648844	925961
2648862	925961
76201	1034495
735405	1034495
1113514	1034495
76201	1034682
2148241	1034682
3077478	1034682
76201	1110410
480228	1110410
170109	1110410
1110344	1110410
76201	1110456
480228	1110456
480228	1110456
170109	1110456
76201	1110474
170109	1110474
76201	1110483
480228	1110483
170109	1110483
1110410	1110483
76201	1110492
480228	1110492
480228	1110492
170109	1110492
76201	1110577
480228	1110577
735405	1110577
914808	1110577
76201	1110698
480228	1110698
480228	1110698
735405	1110698
914808	1110698
76201	1111051
88503	1111051
735405	1111051
76201	1111323
88503	1111323
480228	1111323
735405	1111323
76201	1111819
750006	1111819
76201	1111837
750006	1111837
76201	1111958
480228	1111958
735405	1111958
76201	1112003
484208	1112003
76201	1112030
76201	1112030
96209	1112030
484208	1112030
835800	1112030
76201	1112094
480228	1112094
480228	1112094
76201	1112106
76201	1112115
480228	1112115
480228	1112115
76201	1112160
480228	1112160
480228	1112160
76201	1112302
1239254	634638
1239254	634638
76201	1112562
76201	1112674
76201	1113019
480228	1113019
480228	1113019
76201	1113569
480228	1113569
735405	1113569
76201	1113680
480228	1113680
480228	1113680
735405	1113680
971801	1113680
76201	1113840
1378788	1113840
76201	1114016
88503	1114016
735405	1114016
76201	1115170
480228	1115170
735405	1115170
914808	1115170
76201	1150368
80703	1150368
1033872	1150368
2791740	1150368
76201	1152764
170109	1152764
1110344	1152764
76201	1172463
480228	1172463
1113019	1172762
1113019	1172771
76201	1173497
480228	1173497
1113019	1178429
1178429	1178438
76201	1193833
80703	1193833
480228	1193833
1024058	688079
1024058	688079
1837379	688079
2890830	688079
1039502	651448
1068294	651448
1199778	651448
76201	1862661
735405	1862661
971801	1862661
76201	1906640
88503	1906640
480228	1906640
480228	1906640
735405	1906640
76201	2289993
76201	2604327
480228	2604327
76201	2614287
1112076	2614287
76201	2685139
541101	720317
541101	720317
480228	783871
480228	783871
349361	783871
1029259	772446
1199844	772446
1199844	772446
455534	1092815
455534	1092815
1025608	804963
1025608	804963
1025608	804963
1025608	804963
1025608	804963
1025608	804963
1025608	804963
1025608	804963
1025608	804963
1025608	804963
1025608	804963
1025608	804963
1025608	804963
1231968	804963
1231968	804963
1231968	804963
1231968	804963
1231968	804963
1231968	804963
1231968	804963
1231968	804963
1231968	804963
1231968	804963
1231968	804963
1231968	804963
80703	1033890
1033872	1033890
1033911	1033890
1032325	1032295
1020201	1032295
1239825	1032295
1239825	1032295
413208	1150265
413208	1150265
1020201	1150265
1020201	1150265
1239825	1150265
1020201	1662786
1032398	1662786
1032398	1662786
1073757	853251
1039502	852218
1039502	852218
1039502	852218
1074156	852320
1074790	852320
1149830	1051456
1149830	1051456
830319	906915
